,Rank,Title,Studio,Total Gross,Theaters,Opening,Opening Theaters,Year,link
0,40,The Cell,NL,"$61,334,059","2,476","$17,515,050","2,411",2000,/movies/?id=cell.htm
0,41,Mission to Mars,BV,"$60,883,407","3,101","$22,855,247","3,054",2000,/movies/?id=missiontomars.htm
0,42,Coyote Ugly,BV,"$60,786,269","2,664","$17,319,282","2,653",2000,/movies/?id=coyoteugly.htm
0,43,Fantasia 2000 (35mm & IMAX),BV,"$60,655,420","1,313","$2,290,525",54,2000,/movies/?id=fantasia2000.htm
0,44,Snow Day,Par.,"$60,020,107","2,717","$14,331,819","2,664",2000,/movies/?id=snowday.htm
0,45,Next Friday,NL,"$57,328,603","1,420","$14,465,156","1,103",2000,/movies/?id=nextfriday.htm
0,46,The Whole Nine Yards,WB,"$57,262,492","2,910","$13,731,070","2,910",2000,/movies/?id=wholenineyards.htm
0,47,Shanghai Noon,BV,"$56,937,502","2,751","$15,607,034","2,711",2000,/movies/?id=shanghainoon.htm
0,48,Romeo Must Die,WB,"$55,973,336","2,641","$18,014,503","2,641",2000,/movies/?id=romeomustdie.htm
0,49,Final Destination,NL,"$53,331,147","2,587","$10,015,822","2,587",2000,/movies/?id=finaldestination.htm
0,50,Fantasia 2000 (IMAX),BV,"$52,260,454",N/A,N/A,N/A,2000,/movies/?id=fantasia2000imax.htm
0,51,Finding Forrester,Sony,"$51,804,714","2,002","$701,207",200,2000,/movies/?id=findingforrester.htm
0,52,The Road to El Dorado,DW,"$50,863,742","3,223","$12,846,652","3,218",2000,/movies/?id=roadtoeldorado.htm
0,53,Men of Honor,Fox,"$48,818,921","2,188","$13,339,465","2,092",2000,/movies/?id=menofhonor.htm
0,54,"Dude, Where's My Car?",Fox,"$46,729,800","2,100","$13,845,914","2,087",2000,/movies/?id=dudewheresmycar.htm
0,55,The Tigger Movie,BV,"$45,554,533","2,818","$9,427,532","2,723",2000,/movies/?id=tiggermovie.htm
0,56,"O Brother, Where Art Thou?",BV,"$45,512,588",847,"$195,104",5,2000,/movies/?id=obrotherwhereartthou.htm
0,57,Frequency,NL,"$45,010,278","2,631","$9,025,584","2,621",2000,/movies/?id=frequency.htm
0,58,The Replacements,WB,"$44,737,059","2,754","$11,039,214","2,754",2000,/movies/?id=replacements.htm
0,59,Pokemon: The Movie 2000,WB,"$43,758,684","2,752","$19,575,608","2,752",2000,/movies/?id=pokemon2.htm
0,60,The Beach,Fox,"$39,785,027","2,587","$15,277,921","2,547",2000,/movies/?id=beachthe.htm
0,61,The Exorcist Director's Cut,WB,"$39,671,011","1,708","$8,175,666",664,2000,/movies/?id=exorcist00.htm
0,62,Little Nicky,NL,"$39,464,775","2,910","$16,063,904","2,910",2000,/movies/?id=littlenicky.htm
0,63,Pitch Black,USA,"$39,240,659","1,930","$11,577,688","1,832",2000,/movies/?id=pitchblack.htm
0,64,The Original Kings of Comedy,Par.,"$38,182,790","1,082","$11,053,832",847,2000,/movies/?id=originalkingsofcomedy.htm
0,65,Bedazzled (2000),Fox,"$37,886,980","2,571","$13,106,526","2,568",2000,/movies/?id=bedazzled.htm
0,66,Autumn in New York,MGM,"$37,761,915","2,282","$10,987,006","2,255",2000,/movies/?id=autumninnewyork.htm
0,67,28 Days,Sony,"$37,170,488","2,523","$10,310,672","2,523",2000,/movies/?id=28days.htm
0,68,Keeping the Faith,BV,"$37,047,880","2,171","$8,078,671","2,152",2000,/movies/?id=keepingthefaith.htm
0,69,Bounce,Mira.,"$36,805,288","2,028","$11,423,716","1,918",2000,/movies/?id=bounce.htm
0,70,Hanging Up,Sony,"$36,050,230","2,618","$13,567,978","2,618",2000,/movies/?id=hangingup.htm
0,71,The Flintstones in Viva Rock Vegas,Uni.,"$35,268,275","3,125","$10,518,435","3,040",2000,/movies/?id=flintstones2.htm
0,72,The Skulls,Uni.,"$35,046,120","2,416","$11,034,885","2,412",2000,/movies/?id=skulls.htm
0,73,The 6th Day,Sony,"$34,604,280","2,516","$13,020,883","2,516",2000,/movies/?id=6thday.htm
0,74,Thirteen Days,NL,"$34,592,089","2,034","$46,668",8,2000,/movies/?id=thirteendays.htm
0,75,My Dog Skip,WB,"$34,134,641","2,331","$56,943",5,2000,/movies/?id=mydogskip.htm
0,76,Where the Heart Is,Fox,"$33,772,838","2,439","$8,292,939","2,437",2000,/movies/?id=wheretheheartis.htm
0,77,Pay It Forward,WB,"$33,519,628","2,130","$9,631,359","2,130",2000,/movies/?id=payitforward.htm
0,78,Dracula 2000,Mira.,"$33,022,767","2,204","$8,636,567","2,204",2000,/movies/?id=dracula2000.htm
0,79,Return to Me,MGM,"$32,722,798","2,320","$7,820,836","2,007",2000,/movies/?id=returntome.htm
0,80,Proof of Life,WB,"$32,598,931","2,705","$10,207,869","2,705",2000,/movies/?id=proofoflife.htm
0,81,Almost Famous,DW,"$32,534,850","2,262","$2,314,646",131,2000,/movies/?id=almostfamous.htm
0,82,The Legend of Bagger Vance,DW,"$30,919,168","2,162","$11,516,712","2,061",2000,/movies/?id=legendofbaggervance.htm
0,83,Snatch,SGem,"$30,328,156","1,444","$27,932",1,2000,/movies/?id=snatch.htm
0,84,The Art of War,WB,"$30,208,599","2,630","$10,410,993","2,630",2000,/movies/?id=artofwar.htm
0,85,Bless the Child,Par.,"$29,381,494","2,524","$9,413,684","2,524",2000,/movies/?id=blessthechild.htm
0,86,The Watcher,Uni.,"$28,946,615","2,777","$9,062,295","2,742",2000,/movies/?id=watcher.htm
0,87,Love & Basketball,NL,"$27,459,615","1,245","$8,139,180","1,237",2000,/movies/?id=loveandbasketball.htm
0,88,High Fidelity,BV,"$27,287,137","1,231","$6,429,107","1,183",2000,/movies/?id=highfidelity.htm
0,89,Book of Shadows: Blair Witch 2,Art.,"$26,437,094","3,320","$13,223,887","3,317",2000,/movies/?id=blairwitch2.htm
0,90,The Adventures of Rocky & Bullwinkle,Uni.,"$26,005,820","2,482","$6,814,270","2,460",2000,/movies/?id=rockyandbullwinkle.htm
0,91,Nurse Betty,USA,"$25,170,054","1,491","$7,145,950","1,459",2000,/movies/?id=nursebetty.htm
0,92,Reindeer Games,Mira.,"$23,368,995","2,204","$8,128,356","2,204",2000,/movies/?id=reindeergames.htm
0,93,Titan A.E.,Fox,"$22,753,426","2,775","$9,376,845","2,734",2000,/movies/?id=titanae.htm
0,94,Billy Elliot,Focus,"$21,995,263",510,"$215,681",10,2000,/movies/?id=billyelliot.htm
0,95,Boys and Girls,Dim.,"$21,799,652","1,989","$7,008,950","1,983",2000,/movies/?id=boysandgirls.htm
0,96,Battlefield Earth,WB,"$21,471,685","3,307","$11,548,898","3,307",2000,/movies/?id=battlefieldearth.htm
0,97,Urban Legends: Final Cut,Sony,"$21,468,807","2,539","$8,505,513","2,539",2000,/movies/?id=urbanlegendsfinalcut.htm
0,98,Down to You,Mira.,"$20,069,008","2,003","$7,602,507","1,971",2000,/movies/?id=downtoyou.htm
0,99,Wonder Boys,Par.,"$19,393,557","1,509","$5,808,919","1,253",2000,/movies/?id=wonderboys.htm
0,100,Best in Show,WB,"$18,715,392",497,"$413,436",13,2000,/movies/?id=bestinshow.htm
0,1,Harry Potter and the Sorcerer's Stone,WB,"$317,575,550","3,672","$90,294,621","3,672",2001,/movies/?id=harrypotter.htm
0,2,The Lord of the Rings: The Fellowship of the Ring,NL,"$313,364,114","3,381","$47,211,490","3,359",2001,/movies/?id=fellowshipofthering.htm
0,3,Shrek,DW,"$267,665,011","3,715","$42,347,760","3,587",2001,/movies/?id=shrek.htm
0,4,"Monsters, Inc.",BV,"$255,873,250","3,649","$62,577,067","3,237",2001,/movies/?id=monstersinc.htm
0,5,Rush Hour 2,NL,"$226,164,286","3,118","$67,408,222","3,118",2001,/movies/?id=rushhour2.htm
0,6,The Mummy Returns,Uni.,"$202,019,785","3,553","$68,139,035","3,401",2001,/movies/?id=mummyreturns.htm
0,7,Pearl Harbor,BV,"$198,542,554","3,255","$59,078,912","3,214",2001,/movies/?id=pearlharbor.htm
0,8,Ocean's Eleven,WB,"$183,417,150","3,075","$38,107,822","3,075",2001,/movies/?id=oceanseleven.htm
0,9,Jurassic Park III,Uni.,"$181,171,875","3,462","$50,771,645","3,434",2001,/movies/?id=jurassicpark3.htm
0,10,Planet of the Apes (2001),Fox,"$180,011,740","3,530","$68,532,960","3,500",2001,/movies/?id=planetoftheapes01.htm
0,11,A Beautiful Mind,Uni.,"$170,742,341","2,250","$367,151",11,2001,/movies/?id=beautifulmind.htm
0,12,Hannibal,MGM,"$165,092,268","3,292","$58,003,121","3,230",2001,/movies/?id=hannibal.htm
0,13,American Pie 2,Uni.,"$145,103,595","3,157","$45,117,985","3,063",2001,/movies/?id=americanpie2.htm
0,14,The Fast and the Furious,Uni.,"$144,533,925","2,899","$40,089,015","2,628",2001,/movies/?id=fastandfurious.htm
0,15,Lara Croft: Tomb Raider,Par.,"$131,168,070","3,349","$47,735,743","3,308",2001,/movies/?id=tombraider.htm
0,16,Dr. Dolittle 2,Fox,"$112,952,899","3,053","$25,037,039","3,049",2001,/movies/?id=drdolittle2.htm
0,17,Spy Kids,Mira.,"$112,719,001","3,191","$26,546,881","3,104",2001,/movies/?id=spykids.htm
0,18,Black Hawk Down,SonR,"$108,638,745","3,143","$179,823",4,2001,/movies/?id=blackhawkdown.htm
0,19,The Princess Diaries,BV,"$108,248,956","2,749","$22,862,269","2,537",2001,/movies/?id=princessdiaries.htm
0,20,Vanilla Sky,Par.,"$100,618,344","2,842","$25,015,518","2,742",2001,/movies/?id=vanillasky.htm
0,21,The Others,Mira.,"$96,522,687","2,843","$14,089,952","1,678",2001,/movies/?id=others.htm
0,22,Legally Blonde,MGM,"$96,520,674","2,725","$20,377,426","2,620",2001,/movies/?id=legallyblonde.htm
0,23,America's Sweethearts,SonR,"$93,607,673","3,011","$30,181,877","3,011",2001,/movies/?id=americassweethearts.htm
0,24,Cats & Dogs,WB,"$93,385,515","3,040","$21,707,617","3,040",2001,/movies/?id=catsanddogs.htm
0,25,Save the Last Dance,Par.,"$91,057,006","2,570","$23,444,930","2,230",2001,/movies/?id=savethelastdance.htm
0,26,Atlantis: The Lost Empire,BV,"$84,056,472","3,071","$329,011",2,2001,/movies/?id=atlantis.htm
0,27,Jimmy Neutron: Boy Genius,Par.,"$80,936,232","3,151","$13,832,786","3,139",2001,/movies/?id=jimmyneutron.htm
0,28,A.I. Artificial Intelligence,WB,"$78,616,689","3,242","$29,352,630","3,242",2001,/movies/?id=ai.htm
0,29,Training Day,WB,"$76,631,907","2,712","$22,550,788","2,712",2001,/movies/?id=trainingday.htm
0,30,Along Came a Spider,Par.,"$74,078,174","2,573","$16,712,407","2,530",2001,/movies/?id=alongcameaspider.htm
0,31,Bridget Jones's Diary,Mira.,"$71,543,427","2,547","$10,733,933","1,611",2001,/movies/?id=bridgetjonessdiary.htm
0,32,Scary Movie 2,Mira.,"$71,308,997","3,220","$20,503,356","3,220",2001,/movies/?id=scarymovie2.htm
0,33,The Score,Par.,"$71,107,711","2,211","$19,018,807","2,129",2001,/movies/?id=score.htm
0,34,Shallow Hal,Fox,"$70,839,203","2,799","$22,518,295","2,770",2001,/movies/?id=shallowhal.htm
0,35,Swordfish,WB,"$69,772,969","2,688","$18,145,632","2,678",2001,/movies/?id=swordfish.htm
0,36,The Mexican,DW,"$66,845,033","3,162","$20,108,829","2,951",2001,/movies/?id=mexican.htm
0,37,Down to Earth,Par.,"$64,186,502","2,521","$17,268,883","2,521",2001,/movies/?id=downtoearth.htm
0,38,Spy Game,Uni.,"$62,362,560","2,770","$21,689,125","2,770",2001,/movies/?id=spygame.htm
0,39,The Wedding Planner,Sony,"$60,400,856","2,785","$13,510,293","2,785",2001,/movies/?id=weddingplanner.htm
0,40,Behind Enemy Lines,Fox,"$58,856,790","2,844","$18,736,133","2,770",2001,/movies/?id=behindenemylines.htm
0,41,Ali,Sony,"$58,203,105","2,521","$14,710,892","2,446",2001,/movies/?id=ali.htm
0,42,The Animal,SonR,"$57,743,062","2,788","$19,610,520","2,788",2001,/movies/?id=animal.htm
0,43,Moulin Rouge!,Fox,"$57,386,607","2,283","$167,540",2,2001,/movies/?id=moulinrouge.htm
0,44,Rat Race,Par.,"$56,618,055","2,551","$11,662,094","2,550",2001,/movies/?id=ratrace.htm
0,45,A Knight's Tale,Sony,"$56,569,702","2,980","$16,511,391","2,980",2001,/movies/?id=aknightstale.htm
0,46,Don't Say a Word,Fox,"$55,001,642","2,842","$17,090,474","2,802",2001,/movies/?id=dontsayaword.htm
0,47,Blow,NL,"$52,990,775","2,249","$12,443,461","2,249",2001,/movies/?id=blow.htm
0,48,The Royal Tenenbaums,BV,"$52,364,010",999,"$276,981",5,2001,/movies/?id=royaltenenbaums.htm
0,49,Exit Wounds,WB,"$51,758,599","2,830","$18,485,586","2,830",2001,/movies/?id=exitwounds.htm
0,50,Enemy at the Gates,Par.,"$51,401,758","1,724","$13,810,266","1,509",2001,/movies/?id=enemyatthegates.htm
0,51,K-PAX,Uni.,"$50,338,485","2,581","$17,215,275","2,541",2001,/movies/?id=k-pax.htm
0,52,Serendipity,Mira.,"$50,294,317","2,610","$13,309,241","2,601",2001,/movies/?id=serendipity.htm
0,53,Kate and Leopold,Mira.,"$47,121,859","2,467","$9,725,408","2,452",2001,/movies/?id=kateandleopold.htm
0,54,Domestic Disturbance,Par.,"$45,246,095","2,910","$14,033,112","2,910",2001,/movies/?id=domesticdistrubance.htm
0,55,Zoolander,Par.,"$45,172,250","2,522","$15,525,043","2,507",2001,/movies/?id=zoolander.htm
0,56,The One,SonR,"$43,905,746","2,894","$19,112,404","2,894",2001,/movies/?id=theone.htm
0,57,Thirteen Ghosts,WB,"$41,867,960","2,781","$15,165,355","2,781",2001,/movies/?id=thirteenghosts.htm
0,58,Bandits,MGM,"$41,575,141","3,207","$13,050,700","3,207",2001,/movies/?id=bandits.htm
0,59,Gosford Park,USA,"$41,308,615",918,"$241,219",9,2001,/movies/?id=gosfordpark.htm
0,60,Heartbreakers,MGM,"$40,336,607","2,751","$11,801,323","2,750",2001,/movies/?id=heartbreakers.htm
0,61,I Am Sam,NL,"$40,311,852","1,450","$41,779",2,2001,/movies/?id=iamsam.htm
0,62,Hardball,Par.,"$40,222,729","2,314","$9,386,342","2,137",2001,/movies/?id=hardball.htm
0,63,Evolution,DW,"$38,345,494","2,613","$13,408,351","2,611",2001,/movies/?id=evolution.htm
0,64,Not Another Teen Movie,Sony,"$38,252,284","2,365","$12,615,116","2,365",2001,/movies/?id=notanotherteenmovie.htm
0,65,Jeepers Creepers,UA,"$37,904,175","2,944","$13,106,108","2,944",2001,/movies/?id=jeeperscreepers.htm
0,66,Kiss of the Dragon,Fox,"$36,845,124","2,100","$13,304,027","2,025",2001,/movies/?id=kissofthedragon.htm
0,67,Recess: School's Out,BV,"$36,706,141","2,630","$10,065,873","2,624",2001,/movies/?id=recessschoolsout.htm
0,68,In the Bedroom,Mira.,"$35,930,604","1,103","$93,972",4,2001,/movies/?id=inthebedroom.htm
0,69,Black Knight,Fox,"$33,426,971","2,571","$11,102,948","2,571",2001,/movies/?id=blackknight.htm
0,70,See Spot Run,WB,"$33,357,476","2,656","$9,715,102","2,656",2001,/movies/?id=seespotrun.htm
0,71,Amelie,Mira.,"$33,225,499",303,"$136,470",3,2001,/movies/?id=amelie.htm
0,72,Driven,WB,"$32,720,065","2,905","$12,174,504","2,905",2001,/movies/?id=driven.htm
0,73,What's the Worst That Could Happen?,MGM,"$32,269,834","2,675","$13,049,114","2,675",2001,/movies/?id=whatstheworstthatcouldhappen.htm
0,74,Final Fantasy: The Spirits Within,Sony,"$32,131,830","2,649","$11,408,853","2,649",2001,/movies/?id=finalfantasy.htm
0,75,From Hell,Fox,"$31,602,566","2,334","$11,014,818","2,305",2001,/movies/?id=fromhell.htm
0,76,Monster's Ball,Lions,"$31,273,922",714,"$110,552",7,2001,/movies/?id=monstersball.htm
0,77,How High,Uni.,"$31,178,740","1,273","$7,102,260","1,266",2001,/movies/?id=howhigh.htm
0,78,Riding in Cars with Boys,Sony,"$30,165,536","2,770","$10,404,652","2,770",2001,/movies/?id=ridingincarswithboys.htm
0,79,Jay and Silent Bob Strike Back,Mira.,"$30,085,147","2,765","$11,018,543","2,765",2001,/movies/?id=jayandthesilentbobstrikeback.htm
0,80,Double Take,BV,"$29,831,583","1,631","$11,736,236","1,631",2001,/movies/?id=doubletake.htm
0,81,Baby Boy,Sony,"$28,734,552","1,533","$8,606,403","1,533",2001,/movies/?id=babyboy.htm
0,82,The Majestic,WB,"$27,807,266","2,361","$4,904,339","2,361",2001,/movies/?id=majestic.htm
0,83,The Brothers,SGem,"$27,457,409","1,378","$10,302,846","1,378",2001,/movies/?id=brothers.htm
0,84,Someone Like You,Fox,"$27,343,067","2,349","$10,010,600","2,345",2001,/movies/?id=someonelikeyou.htm
0,85,Joe Dirt,Sony,"$27,087,695","2,638","$8,016,008","2,638",2001,/movies/?id=joedirt.htm
0,86,The Musketeer,Uni.,"$27,073,640","2,500","$10,312,740","2,438",2001,/movies/?id=musketeer.htm
0,87,Crocodile Dundee in Los Angeles,Par.,"$25,635,682","2,166","$7,714,362","2,123",2001,/movies/?id=crocodiledundeeinla.htm
0,88,Memento,NM,"$25,544,867",531,"$235,488",11,2001,/movies/?id=memento.htm
0,89,Captain Corelli's Mandolin,Uni.,"$25,543,895","1,612","$7,209,345","1,595",2001,/movies/?id=captaincorellismandolin.htm
0,90,Sweet November,WB,"$25,288,103","2,268","$9,733,954","2,268",2001,/movies/?id=sweetnovember.htm
0,91,15 Minutes,NL,"$24,403,552","2,337","$10,523,154","2,337",2001,/movies/?id=15minutes.htm
0,92,Hearts in Atlantis,WB,"$24,185,781","2,010","$9,021,494","1,751",2001,/movies/?id=heartsinatlantis.htm
0,93,Angel Eyes,WB,"$24,174,218","2,407","$9,225,575","2,375",2001,/movies/?id=angeleyes.htm
0,94,Corky Romano,BV,"$23,980,304","2,094","$9,023,173","2,062",2001,/movies/?id=corkycomano.htm
0,95,Heist,WB,"$23,510,841","1,891","$7,823,521","1,891",2001,/movies/?id=heist.htm
0,96,Kingdom Come,FoxS,"$23,249,649","1,111","$7,562,284","1,111",2001,/movies/?id=kingdomcome.htm
0,97,Joe Somebody,Fox,"$22,771,646","2,517","$3,553,725","2,506",2001,/movies/?id=joesomebody.htm
0,98,Two Can Play That Game,SGem,"$22,235,901","1,308","$7,720,942","1,297",2001,/movies/?id=twocanplaythatgame.htm
0,99,Joy Ride,Fox,"$21,974,919","2,522","$7,347,259","2,497",2001,/movies/?id=joyride.htm
0,100,Valentine,WB,"$20,384,136","2,310","$10,024,648","2,310",2001,/movies/?id=valentine.htm
0,1,Spider-Man,Sony,"$403,706,375","3,876","$114,844,116","3,615",2002,/movies/?id=spiderman.htm
0,2,The Lord of the Rings: The Two Towers,NL,"$339,789,881","3,622","$62,007,528","3,622",2002,/movies/?id=twotowers.htm
0,3,Star Wars: Episode II - Attack of the Clones,Fox,"$302,191,252","3,161","$80,027,814","3,161",2002,/movies/?id=starwars2.htm
0,4,Harry Potter and the Chamber of Secrets,WB,"$261,988,482","3,682","$88,357,488","3,682",2002,/movies/?id=harrypotter2.htm
0,5,My Big Fat Greek Wedding,IFC,"$241,438,208","2,016","$597,362",108,2002,/movies/?id=mybigfatgreekwedding.htm
0,6,Signs,BV,"$227,966,634","3,453","$60,117,080","3,264",2002,/movies/?id=signs.htm
0,7,Austin Powers in Goldmember,NL,"$213,307,889","3,613","$73,071,188","3,613",2002,/movies/?id=austinpowers3.htm
0,8,Men in Black II,Sony,"$190,418,803","3,641","$52,148,751","3,557",2002,/movies/?id=meninblack2.htm
0,9,Ice Age,Fox,"$176,387,405","3,345","$46,312,454","3,316",2002,/movies/?id=iceage.htm
0,10,Chicago,Mira.,"$170,687,518","2,701","$2,074,929",77,2002,/movies/?id=chicago.htm
0,11,Catch Me If You Can,DW,"$164,615,351","3,225","$30,053,627","3,156",2002,/movies/?id=catchmeifyoucan.htm
0,12,Die Another Day,MGM,"$160,942,139","3,377","$47,072,040","3,314",2002,/movies/?id=dieanotherday.htm
0,13,Scooby-Doo,WB,"$153,294,164","3,447","$54,155,312","3,447",2002,/movies/?id=scoobydoo.htm
0,14,Lilo & Stitch,BV,"$145,794,338","3,222","$35,260,212","3,191",2002,/movies/?id=lilostitch.htm
0,15,XXX,SonR,"$142,109,382","3,536","$44,506,103","3,374",2002,/movies/?id=xxx.htm
0,16,The Santa Clause 2,BV,"$139,236,327","3,352","$29,008,696","3,350",2002,/movies/?id=santaclause2.htm
0,17,Minority Report,Fox,"$132,072,926","3,001","$35,677,125","3,001",2002,/movies/?id=minorityreport.htm
0,18,The Ring,DW,"$129,128,133","2,927","$15,015,393","1,981",2002,/movies/?id=ring.htm
0,19,Sweet Home Alabama,BV,"$127,223,418","3,313","$35,648,740","3,293",2002,/movies/?id=sweethomealabama.htm
0,20,Mr. Deeds,Sony,"$126,293,452","3,239","$37,162,787","3,231",2002,/movies/?id=mrdeeds.htm
0,21,The Bourne Identity,Uni.,"$121,661,683","2,663","$27,118,640","2,638",2002,/movies/?id=bourneidentity.htm
0,22,The Sum of All Fears,Par.,"$118,907,036","3,230","$31,178,526","3,183",2002,/movies/?id=sumofallfears.htm
0,23,8 Mile,Uni.,"$116,750,901","2,585","$51,240,555","2,470",2002,/movies/?id=8mile.htm
0,24,Road to Perdition,DW,"$104,454,762","2,332","$22,079,481","1,797",2002,/movies/?id=roadtoperdition.htm
0,25,Panic Room,Sony,"$96,397,334","3,119","$30,056,751","3,053",2002,/movies/?id=panicroom.htm
0,26,Maid in Manhattan,SonR,"$94,011,225","3,050","$18,711,407","2,838",2002,/movies/?id=maidinmanhattan.htm
0,27,Two Weeks Notice,WB,"$93,354,851","2,755","$14,328,494","2,755",2002,/movies/?id=twoweeksnotice.htm
0,28,Space Station 3-D (IMAX),Imax,"$93,337,471",64,"$489,488",24,2002,/movies/?id=spacestation3dimax.htm
0,29,Red Dragon,Uni.,"$93,149,898","3,363","$36,540,945","3,357",2002,/movies/?id=reddragon.htm
0,30,The Scorpion King,Uni.,"$91,047,077","3,466","$36,075,875","3,444",2002,/movies/?id=scorpionking.htm
0,31,Spy Kids 2: The Island of Lost Dreams,Dim.,"$85,846,429","3,307","$16,711,716","3,307",2002,/movies/?id=spykids2.htm
0,32,Blade II,NL,"$82,348,319","2,707","$32,528,016","2,707",2002,/movies/?id=blade2.htm
0,33,Snow Dogs,BV,"$81,172,560","2,454","$17,814,259","2,302",2002,/movies/?id=snowdogs.htm
0,34,We Were Soldiers,Par.,"$78,122,718","3,143","$20,212,543","3,143",2002,/movies/?id=weweresoldiers.htm
0,35,Gangs of New York,Mira.,"$77,812,000","2,340","$9,496,870","1,504",2002,/movies/?id=gangsofnewyork.htm
0,36,Barbershop,MGM,"$75,782,105","2,176","$20,627,433","1,605",2002,/movies/?id=barbershop.htm
0,37,The Rookie,BV,"$75,600,072","2,543","$16,021,684","2,511",2002,/movies/?id=rookie.htm
0,38,Spirit: Stallion of the Cimarron,DW,"$73,280,117","3,362","$17,770,036","3,317",2002,/movies/?id=spirit.htm
0,39,John Q.,NL,"$71,756,802","2,505","$20,275,194","2,466",2002,/movies/?id=johnq.htm
0,40,Divine Secrets of the Ya-Ya Sisterhood,WB,"$69,599,016","2,792","$16,167,412","2,507",2002,/movies/?id=yaya.htm
0,41,Insomnia,WB,"$67,355,513","2,610","$20,930,169","2,610",2002,/movies/?id=insomnia.htm
0,42,Changing Lanes,Par.,"$66,818,548","2,642","$17,128,062","2,613",2002,/movies/?id=changinglanes.htm
0,43,About Schmidt,NL,"$65,016,287","1,240","$282,367",6,2002,/movies/?id=aboutschmidt.htm
